id_inmueble,Superficie construida,Superficie útil,Habitaciones,Baños,Terraza,Balcón,Plaza de garaje,Estado,Armarios empotrados,Calefacción,Orientación,Calefacción individual,Consumo,Emisiones,Barrio,Distrito,Precio,Calefacción central,3
104126272,147.0,130.0,4 habitaciones,2 baños,Terraza,,,Segunda mano/buen estado,,,"Orientación este, oeste",Gas natural,,,,Distrito Camins al Grau,599000,,València
103722209,234.0,200.0,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",,,,,Distrito L'Eixample,999000,,València
104774469,104.0,92.0,3 habitaciones,2 baños,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,Orientación norte,Gas natural,,,,Distrito La Saïdia,285000,,València
104810711,185.0,170.0,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación este,,,,,Distrito L'Eixample,1600000,Gas,València
104900737,175.0,160.0,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",Bomba de frío/calor,,,,Distrito L'Olivereta,444900,,València
104774469,104.0,92.0,3 habitaciones,2 baños,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,Orientación norte,Gas natural,,,,Distrito La Saïdia,285000,,València
103502160,70.0,68.0,3 habitaciones,,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación sur, oeste",,155 kWh/m² año,"15,33 kg CO2/m² año",,Distrito Extramurs,220000,,València
104102734,216.0,205.0,4 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,,,,,,Distrito L'Eixample,990000,,València
103985474,50.0,47.0,,,,,,Segunda mano/buen estado,Armarios empotrados,,,Eléctrica,,,Barrio Benicalap,Distrito Benicalap,225000,,
104313104,230.0,142.0,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",Gas natural,,,Barrio Nou Benicalap,Distrito Benicalap,558000,,
104520660,159.0,,4 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,,,,,Barrio La Petxina,Distrito Extramurs,460000,,
104736183,75.0,71.0,2 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",Bomba de frío/calor,,,,Distrito Ciutat Vella,360000,,València
104177071,70.0,69.0,3 habitaciones,,Terraza,,,Segunda mano/buen estado,,No dispone de calefacción,Orientación este,,,,,Distrito Extramurs,220000,,València
104430603,51.0,46.0,2 habitaciones,,,,,Segunda mano/buen estado,,No dispone de calefacción,,,,,,Distrito Algirós,180000,,València
102417315,121.0,95.0,2 habitaciones,,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur",Gas natural,,,,Distrito Ciutat Vella,268000,,València
104545210,76.0,68.0,2 habitaciones,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur",,,,,Distrito Quatre Carreres,165000,,València
104948387,305.0,260.0,6 habitaciones,3 baños,Terraza,,Plaza de garaje incluida en el precio,,Armarios empotrados,,Orientación norte,Gas natural,,,Barrio El Pla del Remei,Distrito L'Eixample,1000000,,
104540604,145.0,,5 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación norte, sur",,,,Barrio Russafa,Distrito L'Eixample,570000,,
104694942,130.0,125.0,2 habitaciones,2 baños,,,,Segunda mano/buen estado,,,Orientación este,Bomba de frío/calor,,,Barrio Vara de Quart,Distrito Patraix,189000,,
97741731,166.0,150.0,5 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,,,,Gas natural,,,Barrio Sant Francesc,Distrito Ciutat Vella,710000,,
102672603,216.0,,4 habitaciones,3 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este, oeste",,,,Barrio La Xerea,Distrito Ciutat Vella,950000,,
103955251,136.0,,4 habitaciones,2 baños,,,,,,,"Orientación sur, este",,,,,Distrito Ciutat Vella,645000,,València
104334359,163.0,,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje por 45.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este, oeste",Gas natural,,,Barrio Russafa,Distrito L'Eixample,585000,,
104586292,135.0,,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",Gas natural,,,Barrio El Pla del Remei,Distrito L'Eixample,745000,,
91600437,269.0,,5 habitaciones,4 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,,,,,Barrio El Pla del Remei,Distrito L'Eixample,995000,,
102793581,179.0,,4 habitaciones,2 baños,,Balcón,Plaza de garaje por 30.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este",,,,Barrio Arrancapins,Distrito Extramurs,520000,,
103168323,365.0,315.0,4 habitaciones,5 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,Orientación oeste,,62 kWh/m² año,12 kg CO2/m² año,Barrio El Pla del Remei,Distrito L'Eixample,1325000,,
103277622,114.0,105.0,2 habitaciones,,,,,Segunda mano/buen estado,Armarios empotrados,,,Eléctrica,172 kWh/m² año,36 kg CO2/m² año,,Distrito Ciutat Vella,430000,,València
100014942,92.0,88.0,2 habitaciones,,Terraza,,,Segunda mano/buen estado,,,,Gas natural,,,,Distrito Ciutat Vella,350000,,València
100492635,133.0,118.0,2 habitaciones,,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación este,,,,Barrio Beteró,Distrito Poblats Marítims,299000,,
98495300,82.0,,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,Orientación este,,121 kWh/m² año,22 kg CO2/m² año,Barrio Benicalap,Distrito Benicalap,175000,,
103698018,80.0,78.0,3 habitaciones,,,Balcón,,,,No dispone de calefacción,"Orientación norte, sur",,139 kWh/m² año,28 kg CO2/m² año,Barrio La Roqueta,Distrito Extramurs,270000,,
104900699,100.0,,3 habitaciones,2 baños,,,Plaza de garaje por 24.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, este",,155 kWh/m² año,28 kg CO2/m² año,Barrio Safranar,Distrito Patraix,296000,,
100869006,266.0,,5 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación norte,Gas natural,79 kWh/m² año,15 kg CO2/m² año,Barrio Russafa,Distrito L'Eixample,695000,,
102072966,169.0,,3 habitaciones,3 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este",,49 kWh/m² año,12 kg CO2/m² año,Barrio Nou Campanar,Distrito Campanar,540000,,
104418827,117.0,108.0,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",,,,Barrio L'Hort de Senabre,Distrito Jesús,285000,,
102135633,95.0,80.0,2 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación este, oeste",,127 kWh/m² año,24 kg CO2/m² año,Barrio La Roqueta,Distrito Extramurs,300000,,
104870146,59.0,,,2 baños,,,,Segunda mano/buen estado,,Calefacción central,,,,,Barrio Vara de Quart,Distrito Patraix,155000,,
97192900,160.0,150.0,2 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,,,,,Barrio La Seu,Distrito Ciutat Vella,380000,,
94428930,208.0,193.0,3 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación sur, este",,,,Barrio Sant Francesc,Distrito Ciutat Vella,985000,,
104748066,189.0,,3 habitaciones,2 baños,,,Plaza de garaje por 20.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",,,,Barrio La Carrasca,Distrito Algirós,420000,,
102984243,122.0,100.0,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, oeste",Gas natural,,,Barrio Penya-Roja,Distrito Camins al Grau,485000,,
104173829,151.0,149.0,3 habitaciones,2 baños,,Balcón,Plaza de garaje por 25.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, este",Eléctrica,,,Barrio Patraix,Distrito Patraix,295000,,
103126719,75.0,70.0,2 habitaciones,2 baños,,Balcón,Plaza de garaje por 25.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este",Eléctrica,,,Barrio Mestalla,Distrito El Pla del Real,280000,,
100236991,270.0,130.0,2 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur",Eléctrica,,,Barrio Penya-Roja,Distrito Camins al Grau,870000,,
104024067,81.0,76.0,3 habitaciones,2 baños,,,,Segunda mano/buen estado,,,"Orientación norte, este",,,,Barrio Nou Moles,Distrito L'Olivereta,229000,,
104881539,217.0,170.0,4 habitaciones,3 baños,,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",Gas natural,,,Barrio La Seu,Distrito Ciutat Vella,750000,,
101860462,124.0,105.0,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación este,Eléctrica,,,Barrio La Llum,Distrito L'Olivereta,198000,,
103738765,211.0,210.0,4 habitaciones,3 baños,Terraza,,,Segunda mano/buen estado,,,Orientación sur,Eléctrica,,,Barrio Sant Francesc,Distrito Ciutat Vella,630000,,
101649273,195.0,192.0,3 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",Gas natural,,,Barrio Sant Francesc,Distrito Ciutat Vella,590000,,
104708296,114.0,,,2 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,Calefacción central,"Orientación sur, este",,,,Barrio Vara de Quart,Distrito Patraix,179000,,
104430853,100.0,95.0,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este, oeste",Gas natural,,,Barrio Malilla,Distrito Quatre Carreres,210000,,
102563693,167.0,155.0,4 habitaciones,3 baños,Terraza,,Plaza de garaje por 40.000 € adicionales,,Armarios empotrados,,Orientación norte,Gas natural,,,Barrio La Xerea,Distrito Ciutat Vella,500000,,
102492646,403.0,390.0,5 habitaciones,4 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,Gas natural,,,Barrio El Cabanyal-El Canyamelar,Distrito Poblats Marítims,850000,,
101283057,122.0,109.0,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",Eléctrica,,,Barrio Penya-Roja,Distrito Camins al Grau,500000,,
103776306,92.0,87.0,,2 baños,,,,Segunda mano/buen estado,,,Orientación norte,Gas natural,,,Barrio El Mercat,Distrito Ciutat Vella,320000,,
104105631,164.0,100.0,2 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, este",Eléctrica,,,Barrio Trinitat,Distrito La Saïdia,500000,,
101637146,172.0,,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,Gas natural,79 kWh/m² año,16 kg CO2/m² año,Barrio Sant Francesc,Distrito Ciutat Vella,624900,,
104803856,142.0,128.0,3 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación este,Gas natural,"127,69 kWh/m² año","26,62 kg CO2/m² año",,Distrito Algirós,550000,,València
103064699,133.0,114.0,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",Eléctrica,,,Barrio La Roqueta,Distrito Extramurs,499000,,
104241360,142.0,,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación norte,,,,Barrio Nou Moles,Distrito L'Olivereta,215000,,
104947906,279.0,245.0,5 habitaciones,3 baños,,,Plaza de garaje por 50.000 € adicionales,,Armarios empotrados,,"Orientación sur, este",Gas natural,,,Barrio Jaume Roig,Distrito El Pla del Real,800000,,
100632116,191.0,,4 habitaciones,3 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,,Gas natural,104 kWh/m² año,22 kg CO2/m² año,Barrio El Pla del Remei,Distrito L'Eixample,990000,,
95755808,331.0,,5 habitaciones,5 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,,,,,Barrio El Pla del Remei,Distrito L'Eixample,1950000,Gas,
104087005,129.0,,2 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,,Bomba de frío/calor,,,Barrio La Raiosa,Distrito Jesús,280000,,
92631999,212.0,,5 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,"Orientación norte, sur, este, oeste",,,,Barrio Sant Francesc,Distrito Ciutat Vella,600000,,
104553597,150.0,,3 habitaciones,3 baños,,,,Segunda mano/buen estado,Armarios empotrados,,,Eléctrica,192 kWh/m² año,32 kg CO2/m² año,,Distrito Extramurs,670000,,València
103690553,219.0,,4 habitaciones,4 baños,,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",,,,,Distrito Ciutat Vella,900000,,València
104577167,135.0,125.0,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,,Armarios empotrados,Calefacción individual,"Orientación sur, oeste",,,,Barrio El Pla del Remei,Distrito L'Eixample,745000,,
103998561,116.0,,2 habitaciones,3 baños,,,,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,Eléctrica,,,Barrio El Cabanyal-El Canyamelar,Distrito Poblats Marítims,588000,,
103702169,222.0,,3 habitaciones,2 baños,,,Plaza de garaje por 50.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este, oeste",Gas natural,,,Barrio El Pla del Remei,Distrito L'Eixample,850000,,
101005701,194.0,,3 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este, oeste",Gas natural,,,Barrio El Pla del Remei,Distrito L'Eixample,850000,,
103986461,160.0,,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,,Calefacción central,"Orientación norte, sur, este, oeste",,,,Barrio Gran Vía,Distrito L'Eixample,990000,,
96852780,308.0,238.0,6 habitaciones,4 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación norte, sur, oeste",,,,Barrio Sant Pau,Distrito Campanar,889000,,
103966202,69.0,,,Sin baños,,,,,,No dispone de calefacción,,,,,,Distrito Poblats Marítims,210000,,València
98545045,155.0,,4 habitaciones,3 baños,,Balcón,Plaza de garaje por 40.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación norte, sur",,,,Barrio La Xerea,Distrito Ciutat Vella,500000,,
104187651,135.0,,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,Eléctrica,,,,Distrito La Saïdia,260000,,València
104633433,79.0,,2 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación norte,Bomba de frío/calor,,,,Distrito Ciutat Vella,350000,,València
104499032,274.0,,4 habitaciones,4 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación este,Eléctrica,148 kWh/m² año,38 kg CO2/m² año,,Distrito Rascanya,995000,,València
104538678,95.0,,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,,,"Orientación norte, sur",,,,Barrio La Roqueta,Distrito Extramurs,200000,,
104812407,122.0,,3 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,,Gas natural,,,Barrio Sant Llorenç,Distrito Rascanya,620000,,
101403829,118.0,,3 habitaciones,2 baños,Terraza,,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,"Orientación este, oeste",,,,Barrio Playa de la Malvarrosa,Distrito Poblats Marítims,360000,,
102695223,170.0,155.0,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,,Gas natural,108 kWh/m² año,21 kg CO2/m² año,Barrio Gran Vía,Distrito L'Eixample,825000,,
102404700,162.0,147.0,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación este, oeste",,,,Barrio Gran Vía,Distrito L'Eixample,775000,,
104148956,117.0,106.0,3 habitaciones,2 baños,Terraza,,Plaza de garaje por 25.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,"Orientación norte, sur",,,,,Distrito Camins al Grau,339000,,València
104693635,163.0,,3 habitaciones,2 baños,,,Plaza de garaje por 20.000 € adicionales,,,,"Orientación este, oeste",,,,Barrio La Carrasca,Distrito Algirós,420000,,
103737918,395.0,394.0,8 habitaciones,6 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,,,,,,Distrito Poblats Marítims,750000,,València
103195095,158.0,146.0,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",Eléctrica,,,Barrio Marxalenes,Distrito La Saïdia,295000,,
105004947,132.0,107.0,3 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción central,"Orientación sur, oeste",,60 kWh/m² año,50 kg CO2/m² año,Barrio L'Illa Perduda,Distrito Algirós,355000,,
103665046,128.0,,5 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,,,,,,,Distrito Extramurs,279000,,València
103806698,365.0,350.0,4 habitaciones,5 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación este, oeste",,,,,Distrito L'Eixample,1325000,,València
104741398,131.0,103.0,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción central,"Orientación este, oeste",,,,Barrio Malilla,Distrito Quatre Carreres,369000,,
101288338,234.0,206.0,3 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje por 60.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,Orientación este,Gas natural,,,Barrio La Xerea,Distrito Ciutat Vella,990000,,
103386620,135.0,,4 habitaciones,2 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,"Orientación norte, sur",,,,Barrio Mestalla,Distrito El Pla del Real,490000,,
103908291,280.0,211.0,3 habitaciones,4 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación sur, este",,,,Barrio Russafa,Distrito L'Eixample,1200000,,
104898990,87.0,,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,,,Eléctrica,,,Barrio Torrefiel,Distrito Rascanya,210000,,
95758605,157.0,136.0,4 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,Orientación oeste,,,,Barrio Mestalla,Distrito El Pla del Real,450000,,
103386620,135.0,,4 habitaciones,2 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,"Orientación norte, sur",,,,Barrio Mestalla,Distrito El Pla del Real,490000,,
93434677,200.0,182.0,4 habitaciones,2 baños,Terraza,,,,,No dispone de calefacción,,,,,Barrio L'Hort de Senabre,Distrito Jesús,162000,,
104499846,126.0,105.0,3 habitaciones,2 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur",Bomba de frío/calor,,,Barrio Penya-Roja,Distrito Camins al Grau,445000,,
103908291,280.0,211.0,3 habitaciones,4 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación sur, este",,,,Barrio Russafa,Distrito L'Eixample,1200000,,
104896966,138.0,130.0,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,,,,,Barrio Arrancapins,Distrito Extramurs,449000,Gas,
97525369,151.0,,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción central,"Orientación este, oeste",,,,Barrio Penya-Roja,Distrito Camins al Grau,600000,,
103647005,102.0,90.0,4 habitaciones,2 baños,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",Bomba de frío/calor,,,Barrio Campanar,Distrito Campanar,315000,,
94500933,170.0,,5 habitaciones,3 baños,,,,Segunda mano/buen estado,,,"Orientación sur, oeste",,,,Barrio Sant Francesc,Distrito Ciutat Vella,520000,,
103825914,100.0,,3 habitaciones,,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,,Calefacción central,Orientación este,,,,Barrio El Cabanyal-El Canyamelar,Distrito Poblats Marítims,285000,,
104022641,95.0,,3 habitaciones,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,,,,,Barrio La Llum,Distrito L'Olivereta,179000,,
104992489,72.0,,2 habitaciones,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,Orientación oeste,,167 kWh/m² año,11 kg CO2/m² año,,Distrito Rascanya,141600,,València
104271781,167.0,155.0,4 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje por 40.000 € adicionales,,Armarios empotrados,,"Orientación norte, sur",Gas natural,,,Barrio La Xerea,Distrito Ciutat Vella,500000,,
104390401,48.0,44.0,,,,Balcón,,Segunda mano/buen estado,,No dispone de calefacción,"Orientación este, oeste",,,,,Distrito L'Eixample,220000,,València
103888578,278.0,,6 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,,Armarios empotrados,Calefacción central,"Orientación sur, oeste",,,,Barrio Jaume Roig,Distrito El Pla del Real,750000,,
104507536,170.0,,4 habitaciones,3 baños,,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este, oeste",,,,Barrio Sant Pau,Distrito Campanar,690000,,
103841078,47.0,40.0,,,,,,Segunda mano/buen estado,,No dispone de calefacción,,,"227,3 kWh/m² año","42,4 kg CO2/m² año",Barrio Sant Francesc,Distrito Ciutat Vella,175000,,
103619148,196.0,180.0,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje por 30.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, oeste",Gas natural,"0,11 kWh/m² año","0,11 kg CO2/m² año",Barrio Arrancapins,Distrito Extramurs,470000,,
103961841,100.0,92.0,4 habitaciones,,,Balcón,Plaza de garaje incluida en el precio,,Armarios empotrados,No dispone de calefacción,,,,,Barrio Sant Marcellí,Distrito Jesús,172000,,
103579197,155.0,146.0,3 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este, oeste",Bomba de frío/calor,119 kWh/m² año,23 kg CO2/m² año,Barrio La Xerea,Distrito Ciutat Vella,535000,,
103776138,128.0,,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación norte,Gas natural,,,,Distrito Patraix,266000,,València
101763225,235.0,190.0,4 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, oeste",,,,Barrio Benimaclet,Distrito Benimaclet,498000,,
104911413,215.0,,5 habitaciones,3 baños,,,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,,,,,,Distrito La Saïdia,470000,,València
103535536,80.0,74.0,2 habitaciones,,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,,,,Gas natural,,,Barrio Torrefiel,Distrito Rascanya,180000,,
101260860,150.0,,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,,,,,Barrio Malilla,Distrito Quatre Carreres,275000,,
100078093,274.0,260.0,6 habitaciones,4 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción central,"Orientación este, oeste",,35 kWh/m² año,45 kg CO2/m² año,Barrio Arrancapins,Distrito Extramurs,550000,,
101883052,343.0,298.0,5 habitaciones,6 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación este, oeste",,,,,Distrito L'Eixample,1950000,,València
103771497,254.0,,5 habitaciones,3 baños,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,,Gas natural,,,,Distrito Campanar,575000,,València
103159732,96.0,,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,"Orientación norte, sur",,63 kWh/m² año,15 kg CO2/m² año,Barrio La Creu del Grau,Distrito Camins al Grau,200000,,
101474843,179.0,,4 habitaciones,3 baños,,Balcón,Plaza de garaje por 27.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,Calefacción central,,,,,Barrio Arrancapins,Distrito Extramurs,695000,,
105002416,76.0,70.0,3 habitaciones,2 baños,,,,,,,,,,,Barrio Tres Forques,Distrito L'Olivereta,120000,,
104991089,126.0,112.0,4 habitaciones,2 baños,,,Plaza de garaje por 30.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,,,,,Barrio Vara de Quart,Distrito Patraix,250000,Gas,
102786831,138.0,120.0,3 habitaciones,2 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación este, oeste",,156 kWh/m² año,26 kg CO2/m² año,Barrio Gran Vía,Distrito L'Eixample,695000,,
100286600,192.0,174.0,4 habitaciones,2 baños,Terraza,,,Segunda mano/buen estado,,,,Gas natural,130 kWh/m² año,33 kg CO2/m² año,Barrio La Roqueta,Distrito Extramurs,480000,,
100115051,130.0,,2 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación norte, este",,130 kWh/m² año,33 kg CO2/m² año,Barrio La Seu,Distrito Ciutat Vella,380000,,
104313548,125.0,,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación norte, sur",,127 kWh/m² año,26 kg CO2/m² año,Barrio Russafa,Distrito L'Eixample,400000,,
104892742,64.0,59.0,3 habitaciones,,,,,,,No dispone de calefacción,Orientación este,,,,Barrio El Calvari,Distrito Campanar,180000,,
99266380,253.0,220.0,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,Orientación este,,,,Barrio Sant Francesc,Distrito Ciutat Vella,1100000,,
103930553,85.0,80.0,2 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación este, oeste",,29 kWh/m² año,6 kg CO2/m² año,Barrio El Grau,Distrito Poblats Marítims,350000,,
